사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,경춘선,221,김유정,8,0,88,4,200,76,411,461,432,650,338,811,339,1615,391,1726,698,1401,804,1060,1161,907,1454,637,1564,552,1444,543,737,578,288,324,145,250,91,173,31,114,15,77,8,22,0,0,0,0,0,0
2021-11,경춘선,222,남춘천,500,5,1306,23,3332,856,3547,2315,4740,3745,4482,4468,4355,4244,4407,8107,4670,8044,5511,5043,6646,4421,6855,5069,6965,4257,6351,5209,4434,5048,3336,7685,2524,3014,2280,2668,1535,3304,360,1652,5,1130,0,0,0,0,0,0
2021-11,경춘선,223,춘천,256,1,463,13,1658,338,1241,958,1823,3614,1955,4539,2068,3152,2288,4641,2538,3626,3224,3750,4406,2617,6384,3096,6710,2163,5371,2339,3763,1836,2162,2831,1334,1063,960,1155,526,858,62,957,1,399,0,0,0,0,0,0
2021-11,수인선,341,고색,435,2,2246,463,5995,2461,13292,14398,11072,22780,5417,4003,3682,2208,3847,2519,4039,2736,3729,2940,3464,3166,3933,3469,5476,5002,12659,6778,20276,9324,5680,9391,5346,6028,4356,4562,1712,4165,666,2864,20,1844,0,0,0,0,0,0
2021-11,수인선,342,오목천,3,0,594,6,3876,2161,8637,3715,8960,8137,5555,4414,4419,3340,4339,2693,5181,3291,4402,4637,3569,3311,4712,3705,7010,5445,8598,5219,8541,9930,3505,6182,2121,3497,1906,3197,1301,4224,550,2533,7,271,0,0,0,0,0,0
2021-11,수인선,343,어천,0,0,154,8,661,955,1630,2033,1431,2143,1330,1174,1114,913,1233,869,1277,956,1283,1095,1093,1012,1228,1043,1678,1584,2173,1564,3294,2501,1323,1478,746,805,405,827,228,849,94,509,1,48,0,0,0,0,0,0
2021-11,수인선,344,야목,2,1,199,3,406,344,1102,537,923,596,621,218,519,300,468,289,483,329,529,364,429,287,500,322,705,434,767,563,667,780,353,471,195,231,120,302,88,272,44,208,1,28,0,0,0,0,0,0
2021-11,수인선,345,사리,2,0,3182,181,9713,1240,20736,2834,18742,4230,9975,2170,7167,2487,6089,2406,6248,3176,6305,4164,4919,3843,4687,5277,5931,7741,6503,9293,5862,18255,3436,13229,1968,8024,1782,7753,1567,6911,584,4931,21,608,0,0,0,0,0,0
2021-11,수인선,346,달월,0,0,8,30,38,141,141,111,161,347,63,98,62,116,68,93,90,123,113,87,105,109,120,69,228,106,298,92,978,132,49,43,25,38,35,29,20,20,16,27,2,3,0,0,0,0,0,0
2021-11,수인선,347,월곶,7,0,1406,336,4663,1515,9936,2065,8914,2937,4983,2570,3364,2560,3285,3139,3428,3662,3410,3185,3372,3154,3521,3832,4096,4899,4892,6065,4351,9379,2628,5648,1953,3804,1690,3792,1237,2935,528,1588,1,283,0,0,0,0,0,0
2021-11,수인선,348,소래포구,8,0,2555,441,6045,2107,15490,3593,13391,6991,7009,6155,6024,8283,7229,15990,9642,18861,12378,14056,16346,12442,18606,10569,16461,10702,12543,10771,9001,14574,5408,9726,4507,5803,4329,5714,3542,4683,1398,3455,26,623,0,0,0,0,0,0
2021-11,수인선,349,인천논현,7,0,2482,696,5486,4434,14977,9349,13488,13512,7847,9058,6722,6431,7227,6563,7434,7179,7664,8329,7880,8306,8472,8834,9444,10874,12668,13905,12837,18647,7356,12260,6522,7662,6276,6090,4920,4662,1976,3254,5,575,0,0,0,0,0,0
2021-11,수인선,350,호구포,3,0,1636,977,3066,4786,6911,18583,7967,23553,4658,4175,4013,2787,4390,3060,4578,3668,4567,3455,4526,3616,4967,3845,5869,4615,14253,6335,17235,7828,5257,6458,5964,4063,4308,3260,1894,2749,931,2051,7,338,0,0,0,0,0,0
2021-11,수인선,351,남동인더스파크,0,0,416,799,867,3371,1262,16534,1985,21360,1292,3540,1418,1393,1851,1420,1779,1554,1679,1500,2315,1324,2656,1184,3607,1349,12315,1631,12646,1499,4222,2181,4133,1169,1873,643,494,436,200,282,0,25,0,0,0,0,0,0
2021-11,수인선,352,원인재,21,2,3173,741,6542,2210,14000,5219,15376,7473,8888,4931,7070,4666,6997,4892,7032,5802,7022,6263,6236,6113,6269,7452,6652,9506,7738,11917,7628,16371,4564,11104,3742,7458,3478,7159,2535,6091,1426,4678,14,427,0,0,0,0,0,0
2021-11,수인선,353,연수,4,1,2638,739,6208,2087,14941,4235,13322,10573,6354,5786,5711,5111,5965,5117,6772,5864,6751,6360,6348,6084,6697,6838,7368,8764,8563,12309,9874,16241,5129,9611,4289,6852,4721,5740,3443,4162,2123,2791,25,649,0,0,0,0,0,0
2021-11,수인선,354,송도,5,0,1778,322,4476,1112,9185,2293,9302,3877,4294,2310,3611,2577,3961,2606,4195,3030,4305,3354,3497,3143,3754,4140,4009,4623,4234,6512,3780,8963,1988,5287,1282,3345,1048,3137,746,2560,368,1603,7,454,0,0,0,0,0,0
2021-11,수인선,355,인하대,28,1,3197,453,9755,2680,22802,4184,18024,11685,8928,7408,7133,6340,7798,5152,8996,7523,8088,7742,7578,7432,9145,8193,11477,9966,11484,15404,11553,23033,5836,12138,4706,8895,4534,8162,3964,5738,2021,4010,40,1067,0,0,0,0,0,0
2021-11,수인선,356,숭의,14,1,3297,948,6109,3516,12718,7640,10705,11790,5837,5060,5136,3929,5746,3348,5659,4088,5241,5096,5167,4542,5983,4732,7652,6148,9930,8327,9488,10416,3878,6139,2334,4605,1943,4648,1429,3293,665,2058,18,437,0,1,0,0,0,0
2021-11,수인선,357,신포,2,0,1234,319,1350,965,2977,3507,3122,8859,1911,3256,1640,2582,1926,2498,2409,2716,2538,2787,2755,2576,3563,2974,4645,3360,5097,3577,6745,4438,2635,2275,2240,1389,1990,1337,1182,1125,503,581,4,150,0,0,0,0,0,0
2021-11,수인선,358,인천,69,1,668,287,1001,1351,2276,2878,2061,4413,1272,2069,1320,2126,1450,3579,1843,3918,1966,3449,2049,3580,2228,4530,3202,3488,3652,3453,2468,3978,1291,2675,1177,1986,984,1699,660,1349,102,957,2,295,1,1,0,0,0,0
2021-11,경강선,239,판교,33,0,811,12,1948,5472,5571,11715,4012,26274,2472,19597,2378,7995,2971,6697,3273,5030,3685,4748,4738,4374,7150,4017,7485,4836,13280,7158,21726,6395,15862,4085,12452,1731,8827,1626,4680,1022,1537,607,2,272,0,0,0,0,0,0
2021-11,경강선,240,이매,9,0,632,21,1466,815,4706,1536,3755,2980,1878,1528,1465,855,1317,825,1338,1019,1128,1127,1259,1097,1581,1211,1754,1556,2210,2438,2485,2915,1241,2331,1050,1194,1025,1111,943,801,416,394,12,132,0,0,0,0,0,0
2021-11,경강선,241,삼동,3,0,1194,169,3618,1059,11459,2569,13280,2307,6638,1051,3852,1001,2582,1228,2611,1505,2381,1658,2011,2137,1901,2627,2331,3810,3350,5817,3201,8929,1287,8091,852,4729,604,3963,373,3161,100,1326,2,41,0,0,0,0,0,0
2021-11,경강선,242,경기광주,0,0,2295,311,12717,2222,36556,5124,38124,9882,18695,4697,12021,3858,10262,4733,9944,5519,8676,6362,7437,7159,7259,8889,8889,12427,10780,18360,9308,33343,4196,27930,2826,15288,2327,12459,1345,7763,450,5835,1,43,0,0,0,0,0,0
2021-11,경강선,243,초월,0,0,1296,133,5363,1346,13282,4120,14693,5611,7295,2061,4279,1978,4083,2023,3946,2248,3551,2630,3324,2788,3336,3469,5061,4493,5977,5993,5282,11949,2278,9266,1516,7897,1022,4830,526,4563,232,3520,5,11,0,0,0,0,0,0
2021-11,경강선,244,곤지암,2,0,690,156,1988,1763,6613,5579,6178,6892,4094,4176,3062,3327,3245,3057,3443,3341,3639,3120,3637,2820,4454,3035,5891,3576,8320,4791,7376,5820,2856,5866,1778,3308,917,3251,442,2013,200,1689,1,0,0,0,0,0,0,0
2021-11,경강선,245,신둔도예촌,3,0,534,120,2121,429,5807,2324,4352,3695,2594,2052,2178,1168,1871,1502,2413,1825,2020,1509,1825,1557,2014,1847,3613,2230,4983,3238,3417,3921,1254,4064,951,2606,804,2454,258,1825,94,1291,0,0,0,0,0,0,0,0
2021-11,경강선,246,이천,5,1,758,15,2472,1158,7419,5556,6066,7962,4909,4485,4320,3086,4058,4022,3962,3691,4024,4056,4049,3789,4343,4202,6247,4970,6245,6123,7651,8065,3767,6279,2699,5168,2422,2968,1170,3686,401,1677,2,559,0,0,0,0,0,0
2021-11,경강선,247,부발,2,0,752,10,2422,1497,5111,5351,4696,6613,3311,2412,2820,1787,2674,2087,3084,2010,2962,2182,2709,1988,3232,2159,4432,2856,7615,4013,6562,4455,2801,5297,2197,3700,1346,3001,788,2867,304,2156,2,1156,0,0,0,0,0,0
2021-11,경강선,248,세종대왕릉,3,0,236,15,612,90,1008,661,802,625,672,545,634,526,463,690,494,568,532,441,504,623,654,550,721,586,890,673,820,759,275,917,120,405,106,497,32,214,10,257,1,83,0,0,0,0,0,0
2021-11,경강선,249,여주,18,0,1055,5,2970,652,4941,3352,5430,6291,3708,6389,3807,3351,3920,3958,4746,4575,4866,3695,4768,3401,6223,3249,7709,4807,7264,4571,3957,5229,2856,6776,1811,4601,1213,2590,570,2640,176,2345,5,986,0,0,0,0,0,0
2021-11,5호선,386,방화,9,0,4489,3,10347,3476,27095,5083,25127,13923,13600,7360,10511,5860,9641,6074,11123,7279,10321,7798,9064,7830,8647,9005,10417,11131,10361,12933,10647,20650,4519,19036,3298,11671,2398,9765,1742,9527,579,5633,3,1142,0,0,0,0,0,0
2021-11,5호선,387,개화산,0,0,3883,214,7361,3488,21814,6117,19934,12638,10276,6043,7560,5013,7123,5242,7492,5987,7844,5948,6843,6429,6881,7163,8043,8342,10584,10542,11326,16265,5048,14483,3351,8554,2498,7798,2097,7035,520,4595,4,907,0,0,0,0,0,0
2021-11,5호선,388,김포공항,1,0,415,2156,1806,8943,4923,14966,7998,17812,8247,12312,8207,10697,9971,13875,10800,15621,13105,15593,14825,14046,16204,14477,15682,15143,22145,16279,25830,15237,16760,9794,14529,3982,14632,2108,11792,1291,2457,935,27,146,0,0,0,0,0,0
2021-11,5호선,389,송정,30,0,3700,1416,7864,4350,20074,7039,22105,13188,13604,8424,10373,7099,9306,7003,9614,8166,9367,8182,9244,8407,10184,9174,10835,11315,12598,13360,13216,18680,6899,15361,5232,9729,4323,8227,3651,7943,1473,5121,32,451,0,1,0,0,0,0
2021-11,5호선,390,마곡,2,0,2250,1579,7229,5363,24106,12281,23694,48700,12567,31881,10590,13135,10534,10290,10838,11251,11829,11712,12422,11460,14845,10714,19315,13052,29108,16016,41498,24996,15985,18604,10945,10177,9201,8224,6569,7892,2140,4968,15,598,0,0,0,0,0,0
2021-11,5호선,391,발산,5,0,3056,2348,8284,12978,26275,33477,27746,108543,16997,58621,17358,29624,20186,25941,23442,26951,25514,29727,29153,25648,34330,25383,43187,26893,61248,33178,84064,48578,36877,33973,28162,17058,28621,13228,24217,11774,7789,6494,70,904,0,0,0,0,0,0
2021-11,5호선,392,우장산,0,0,6405,747,19890,4150,54792,13954,58710,22988,29314,14305,21711,12350,21195,12779,22566,14123,20396,17413,18554,18301,21319,21260,23314,25917,23111,33077,18809,51894,11043,42367,7906,24046,6678,20609,5616,20809,1313,11952,17,1203,0,0,0,0,0,0
2021-11,5호선,393,화곡,178,0,21681,1399,38557,10561,111400,14123,147266,27876,68717,21338,42193,16781,37296,19554,38335,22232,35603,25031,31020,28775,30285,34018,34830,47609,36011,64772,35658,119142,20802,88309,14392,52497,12539,46475,9134,41289,3229,26311,9,2567,0,0,1,0,0,0
2021-11,5호선,394,까치산,188,0,23427,1624,41199,9020,121494,10374,155644,20394,75339,18290,43326,18033,37767,20300,39959,24119,37146,26385,31885,30510,29223,40740,31985,51344,32162,68764,31297,122827,18515,98079,13535,58065,11364,52654,9243,45815,3831,29679,21,2543,0,0,0,0,0,0
2021-11,5호선,395,신정(은행정),98,0,11577,720,21989,3725,64341,6577,81102,13880,36505,9145,19037,7178,15708,7327,15892,8958,15384,10351,12352,11557,11592,16070,13557,19695,15688,29148,15693,47237,7584,37536,5088,21827,4465,19560,3706,19579,1145,12001,1,249,0,0,0,0,0,0
2021-11,5호선,396,목동,5,0,7934,1068,19544,6217,56288,12950,73113,27505,32970,20836,22993,14939,21498,14356,21482,16439,20987,19804,20038,20353,20025,22999,22273,30934,26737,43566,29018,78354,15406,54478,12603,29510,11389,26764,11273,23239,3289,14678,1,272,0,0,0,0,0,0
2021-11,5호선,397,오목교(목동운동장앞),4,0,4042,1618,13823,8304,46551,26386,58356,71880,28227,53764,21119,29884,22600,28045,26244,29835,26740,31019,27099,30550,30307,29591,37184,38253,47590,51266,68475,75744,35347,48486,35814,23873,27986,22641,23965,19156,6169,11777,1,205,0,0,0,0,0,0
2021-11,5호선,398,양평,1,0,1966,647,5998,2614,23164,8773,28757,39595,11604,14222,7303,5808,6668,4788,7313,5731,7496,6023,6896,5939,7357,6500,8216,7982,15383,12185,32668,22281,8741,15403,5252,8541,4628,8801,3135,8107,1097,5102,0,84,0,0,0,0,0,0
2021-11,5호선,399,영등포구청,0,0,958,748,1995,2252,7235,5562,9841,22175,5031,9217,3687,4271,3779,3782,4107,3712,4413,4090,4366,4039,4824,4509,5768,4674,8926,5996,18384,10379,5902,5800,3566,3388,3454,3026,2581,3111,883,1950,1,4,0,0,0,0,0,0
2021-11,5호선,400,영등포시장,7,0,2490,1031,5753,4944,20437,12245,30964,38204,13868,23520,9377,13926,10254,13721,11972,14259,13039,17515,13458,15344,16543,13349,19784,13861,26660,16994,36325,28579,14168,17447,9862,10645,8561,9609,6511,9567,2210,5642,1,26,0,0,0,0,0,0
2021-11,5호선,401,신길,90,2,1689,484,3577,2033,12984,4697,21549,15152,7883,5969,3839,2819,3808,2939,4445,3106,4136,3596,3453,3439,3804,3858,4711,5078,7289,9565,13140,17089,4152,10301,2729,6831,2878,7535,2309,7212,985,4649,0,124,0,0,0,0,0,0
2021-11,5호선,402,여의도,2,0,1590,2723,3751,22395,8864,131754,13473,226397,11108,84283,11583,29632,17754,27018,17658,27327,21977,29103,26807,23594,33980,22279,47292,21730,128946,27974,174012,36734,64294,16411,49428,8108,44444,7168,29599,6364,8263,3775,13,3143,0,0,0,0,0,0
2021-11,5호선,403,여의나루,3,0,1045,1295,2398,8548,4704,35371,8682,65465,4939,25701,4491,14465,5586,14041,6715,15160,7794,17425,10392,18146,14958,18546,21677,18265,43026,18837,56985,18624,25150,11026,27154,5932,19978,4404,12462,3720,3200,1768,4,386,0,0,0,0,0,0
2021-11,5호선,404,마포,19,1,2262,1240,7461,10676,24300,23054,34528,70885,17798,36501,12780,15853,13433,15661,14550,13985,16549,15316,16143,13955,17158,14053,21901,17870,36342,27910,59556,43392,22112,24376,17089,12472,19371,11233,15164,9746,5764,6470,29,488,0,0,0,0,0,0
2021-11,5호선,405,공덕,11,4,1676,1065,5473,6446,20139,28440,30131,79694,14197,42067,10875,15949,12518,14833,14979,14117,16368,14535,15666,13321,16933,14365,22147,16810,39184,26334,65807,43848,24023,21331,17926,11698,18457,10647,14986,9638,5579,5714,45,572,0,0,0,0,0,0
2021-11,5호선,406,애오개,9,0,2264,688,4664,3695,17408,8700,24828,27813,11847,12700,8008,6388,7969,5692,8264,6593,8181,7403,7780,7562,8898,8236,10054,8644,13973,12875,22493,20236,7167,12476,5016,7375,4299,6883,3396,6887,1060,4084,4,2639,0,0,0,0,0,0
2021-11,5호선,407,충정로(경기대입구),23,0,877,265,2352,1749,5987,9102,9540,33627,4835,16374,3623,4887,4009,3778,4525,3774,5360,4796,5184,3857,5322,3838,6727,4291,13525,5750,29786,9091,7694,5795,4854,3927,4906,3686,3615,3712,1036,2343,6,247,0,0,0,0,0,0
2021-11,5호선,408,서대문,7,1,2655,984,5459,12993,16462,61212,22455,164515,16219,48866,14862,21414,17882,18213,18447,16663,17876,22083,20701,16854,26693,14368,33528,14312,64979,17854,114153,23715,31395,14133,23057,8570,20009,8716,14830,7385,4454,4569,23,499,0,0,0,0,0,0
2021-11,5호선,409,광화문(세종문화회관),9,0,1013,761,3079,22816,8453,71910,13912,258085,11190,114011,12501,43217,18710,43829,21560,37079,28453,37875,34157,31459,42698,27246,58377,27795,99827,36519,203385,45079,70595,19072,54382,7563,57935,6241,42055,4595,11374,2858,11,270,0,0,0,0,0,0
2021-11,5호선,410,종로3가,97,1,1024,617,1761,5184,2843,14024,4367,39681,4209,31826,5290,25642,9909,28263,13291,29244,16938,30206,20582,25617,26105,22012,31918,22258,42186,24969,53530,30075,30725,15369,27295,6314,31903,4643,26082,3513,10778,2435,25,449,0,0,0,0,0,0
2021-11,5호선,411,을지로4가,3,0,356,492,678,5968,1215,15611,2076,45589,2222,20108,3103,10901,4666,9531,5941,8674,6871,8746,8519,7623,9964,6453,12244,5628,24330,5006,36465,5175,15010,2444,8618,1267,7114,1131,5055,754,1806,559,1,78,0,0,0,0,0,0
2021-11,5호선,412,동대문역사문화공원(DDP),0,0,157,311,536,2897,1285,8813,2029,31055,1327,12422,1473,3644,1777,2974,1627,2616,1928,2872,2652,2656,3021,2261,4398,2249,11101,2380,20849,2892,7728,1723,3834,1103,3356,1030,2320,857,1017,676,3,82,0,0,0,0,0,0
2021-11,5호선,413,청구,3,0,1720,146,2653,1623,6855,3762,10970,15279,6443,7305,4921,4385,4845,3664,4731,3947,5219,4154,5291,4268,5328,4489,6254,5519,7883,7003,14062,9991,7835,6966,4501,4246,3699,3987,3072,4156,1072,2685,4,170,0,0,0,0,0,0
2021-11,5호선,414,신금호,8,2,2820,395,6802,2635,20403,7019,28577,15472,14882,7124,9402,5799,8138,5856,8271,6654,8651,7608,8153,7819,8053,9691,9615,11328,10314,15780,10585,25557,6873,16846,4559,9998,3539,9205,2860,8529,857,5190,8,454,0,0,0,0,0,0
2021-11,5호선,415,행당,27,1,4058,767,10596,2613,30386,5030,44208,9580,20622,6398,12539,5127,11043,5662,11192,7076,10290,8075,9570,8426,9765,10612,9404,13298,10244,19139,10043,31027,5941,20935,4534,12363,3718,11641,2990,10914,918,6142,8,480,0,0,0,0,0,0
2021-11,5호선,416,왕십리(성동구청),21,0,1940,433,2336,2847,5712,5500,9381,19618,5201,8668,4659,6366,4993,6390,5668,7134,5894,7597,6347,7840,7300,7671,8715,8490,10762,11537,14580,16332,8510,9001,6992,5087,7325,4411,6316,3938,2753,2809,1,3021,0,0,0,0,0,0
2021-11,5호선,417,마장,1,0,2370,591,5679,3256,15215,6416,20835,16617,10946,8158,7594,6030,7290,5988,7451,6603,7565,6617,7380,6082,8186,7393,8933,8127,10657,11150,12053,16530,7123,11121,4532,7036,4076,6089,3457,6028,1221,3793,1,154,1,1,0,0,0,0
2021-11,5호선,418,답십리,23,0,8957,1125,17222,6597,54586,13318,79168,35203,34664,16239,19868,12409,17775,12394,19654,14308,18220,15224,16755,15853,17523,18551,20331,23487,26668,32636,31847,56492,16225,39532,10212,21888,8796,19912,6669,19325,2218,11369,7,681,0,0,0,0,0,0
2021-11,5호선,419,장한평,13,2,6619,1116,17127,10234,52019,22340,73113,68257,36218,32101,21211,17183,19103,16811,21270,17133,21197,17542,20358,17459,21129,19224,27673,25832,39760,36418,56486,62600,24216,44388,14590,24438,11851,22837,8690,19322,3069,12579,6,819,0,0,0,0,0,0
2021-11,5호선,420,군자(능동),32,0,6911,887,11289,5032,32581,7737,46951,25282,21124,16061,12935,10609,12366,10478,13796,12585,13412,13161,12596,13050,13098,16337,14751,20003,19652,30568,24785,52889,13824,33903,11089,19129,11021,16883,9608,16105,4096,12241,10,4055,0,0,0,0,0,0
2021-11,5호선,421,아차산(어린이대공원후문),5,0,8655,1269,15996,5246,41988,11804,59995,27750,30476,19029,19300,19169,18166,17751,20864,18010,21073,18585,22659,18092,24381,22249,27510,25088,28433,34072,26091,52369,14134,38036,10795,21716,10889,18063,7622,17665,2358,10279,10,450,0,0,0,0,0,0
2021-11,5호선,422,광나루(장신대),3,0,4819,1513,14288,7481,38628,15363,46912,30840,26518,20097,18051,17000,16942,14864,18389,14938,19500,14789,19594,15795,20527,16484,23757,20999,25846,26543,30086,39348,13710,26836,10636,16590,10690,15864,8508,14440,1964,8555,13,436,0,0,0,0,0,0
2021-11,5호선,423,천호(풍납토성),51,0,6359,1693,10637,11697,27233,18362,35601,36768,21711,33519,19416,25059,22710,24714,25805,26650,26929,27405,28094,28791,32552,31588,37707,33963,47002,41666,49004,55359,33474,38785,31001,20346,23354,18289,17602,15923,7253,10122,57,1054,0,1,0,0,0,0
2021-11,5호선,424,강동,83,1,10498,1357,18925,11039,54347,27664,70532,49273,34957,25815,23901,18513,22555,16023,23706,17495,22995,20338,21864,19805,23820,23221,26714,25974,41881,35559,45610,53344,20116,41591,14471,24547,11444,22656,8426,22470,2588,14743,29,2102,0,0,0,0,0,0
2021-11,5호선,425,길동,9,0,4370,685,7997,4466,21793,6818,27745,17731,14214,13078,11432,9513,10910,9342,12704,9730,11682,11312,10555,12604,12028,12904,13939,15403,15556,19460,16924,27029,8274,19634,5794,11296,5572,10228,4074,7942,1227,5093,11,956,0,0,0,0,0,0
2021-11,5호선,426,굽은다리(강동구민회관앞),0,0,6600,575,13493,2799,35133,5899,39992,14428,19794,9442,14317,7444,13085,8822,14168,9252,13003,9920,11890,11477,11815,13978,12809,15624,14277,22217,14870,34505,7796,26472,6316,15762,5796,14869,4070,12385,1195,7558,23,1251,0,0,0,0,0,0
2021-11,5호선,427,명일,3,0,4786,805,11975,3510,35952,6452,33584,12545,17347,9861,14202,8744,12781,8926,12849,9771,11957,9424,10977,10291,10972,14927,13356,15691,12420,22039,12759,33629,7036,28531,5385,14388,5070,12409,3542,12533,1044,6967,16,1144,0,0,0,0,0,0
2021-11,5호선,428,고덕,29,0,3882,1564,10554,5327,30579,13060,26011,19487,15149,11697,13674,10542,14374,8799,14298,12207,13044,13285,13706,12384,15204,15135,19901,15687,21025,19651,16099,27724,8788,26084,7009,13037,7018,10414,6119,11708,1655,6078,5,925,0,0,0,0,0,0
2021-11,5호선,429,상일동,46,0,8897,1009,29726,5366,88417,11083,60749,18490,32476,10133,23358,8263,19373,8765,19243,12903,17954,13683,15784,13846,16570,16736,19494,24998,20999,32923,18819,54232,9770,55318,7487,25539,5213,22426,3611,22065,1279,15494,7,3324,0,0,0,0,0,0
2021-11,5호선,430,둔촌동,3,0,3455,1297,8729,9654,24064,10262,28865,19922,14833,11542,10751,9182,10598,8887,10946,9706,10730,10614,10995,10641,12380,12055,17183,16711,20398,19857,20515,28464,9684,21208,7324,10491,6223,9402,5746,8867,1358,5289,2,64,0,0,0,0,0,0
2021-11,5호선,431,올림픽공원(한국체대),2,0,1054,893,4885,3770,11208,6426,11793,9842,7397,5828,6497,5170,6258,4820,6470,5857,6516,7395,6420,6412,8513,6459,11158,7516,11730,8048,9677,9531,4799,8031,3126,4434,2392,3730,2227,3605,860,2838,0,197,0,0,0,0,0,0
2021-11,5호선,432,방이,0,0,2142,762,7183,3863,18923,8171,18254,24446,10786,12585,8203,8309,8470,7086,9272,8055,9413,10046,8463,9330,10041,9895,11495,13883,14716,17987,20026,22504,9857,16362,7859,8380,9295,6803,9274,6162,1358,4087,3,541,0,0,0,0,0,0
2021-11,5호선,433,오금,2,0,952,307,2810,2865,8681,9038,8248,20618,4819,6923,4159,3470,4354,3281,5443,3680,4553,4057,4509,3892,5870,3864,8406,4818,10555,5675,14267,7890,4636,5638,3228,3575,2782,3427,2117,3310,665,2463,2,343,0,0,0,0,0,0
2021-11,5호선,434,개롱,0,0,3233,948,7689,3173,24817,8084,22654,16877,12127,8312,9481,5701,8658,6330,9234,6494,8727,7217,7611,8788,8633,9437,11263,11597,11876,14811,13465,21052,6210,19419,4300,9923,3799,9947,2454,8632,643,5029,0,891,0,0,0,0,0,0
2021-11,5호선,435,거여,0,0,5194,600,12620,6243,40470,9147,36230,18549,18350,9919,12509,7145,11212,6996,11785,8485,11348,8064,10074,9384,11162,12353,15796,14745,16630,19699,15353,28908,6543,27168,4698,12981,4475,12029,2927,12587,661,6252,3,1097,0,0,0,0,0,0
2021-11,5호선,436,마천,61,0,5883,191,12508,3086,33411,4716,31002,10711,14398,7514,9504,6840,8441,5429,9260,7236,8604,6609,7699,6859,7538,10353,9542,12577,9044,15162,8861,24222,3892,22428,3206,10836,2101,9893,1365,11183,258,6408,0,1127,0,1,0,0,0,0
2021-11,5호선,437,강일,1,0,1762,415,5892,2306,14622,3514,16143,5785,9973,2226,6656,2449,5814,2516,5526,3321,4900,3676,4267,3906,4590,4685,5923,6459,5771,8453,5802,14192,2151,13280,1452,7365,1239,6531,855,5922,271,4066,1,174,0,0,0,0,0,0
2021-11,5호선,438,미사,65,0,6422,895,22881,9089,68761,11419,62803,21934,30257,17960,20642,11590,18668,13496,20468,14202,18110,15513,16676,18087,20106,18514,23024,23961,26922,36242,25790,59451,14131,60335,12234,31448,12369,26111,11247,21986,4253,12698,10,3757,0,0,0,0,0,0
2021-11,5호선,439,하남풍산,1,0,1482,146,4863,1569,10616,4779,10507,16215,6095,9912,4925,6702,4502,4560,4806,4416,4893,4254,5009,5175,5972,4833,8549,5820,10398,7369,14688,9754,5132,9162,3879,5019,3372,4929,2307,4233,728,2272,6,844,0,0,0,0,0,0
2021-11,5호선,440,하남시청(덕풍·신장),5,0,3625,186,8882,2343,22764,4397,19343,10381,11239,6639,9581,6425,9459,6892,9815,7400,8840,7274,8389,8085,8807,11271,10411,10789,11388,13830,11255,19517,5966,18163,4125,9642,3649,7815,2558,9039,754,4437,10,1557,0,0,0,0,0,0
2021-11,5호선,441,하남검단산,13,3,2955,17,7669,2024,19219,4612,15965,8940,9513,7904,7430,9098,6816,7062,7312,8277,7814,7162,8184,6963,9371,7690,11412,10436,10780,10172,10250,14153,5400,14756,4825,8865,3971,6582,2918,7037,587,4138,0,1504,0,0,0,0,0,0
2021-11,6호선,442,응암,9,0,11374,1074,24401,5504,71094,8919,90690,18509,43667,12155,26490,12520,23466,13518,24263,15915,23407,16876,20523,19307,19190,24789,21286,29981,21437,43840,21302,74554,12401,59184,9276,35628,7560,28344,6014,27018,1947,17862,1,1335,0,0,0,0,0,0
2021-11,6호선,443,역촌,0,0,1688,250,5603,1720,15824,2754,16973,8086,8751,4570,5696,3563,5247,4477,5456,4802,5675,4992,5266,5157,4751,6117,4942,8091,5013,10315,5595,17581,2872,14344,2013,6954,1573,7164,1280,6172,427,4642,0,4,0,0,0,0,0,0
2021-11,6호선,444,불광,32,4,1485,405,3600,2417,10044,3552,11877,6811,6642,6939,5498,5394,6048,5438,6749,5704,7178,6277,7736,6530,8906,6942,10048,7841,9665,9440,8958,14142,5362,10907,4237,5506,3609,4717,2225,4858,732,3332,2,137,0,0,0,0,0,0
2021-11,6호선,445,독바위,3,2,1982,179,4529,887,13052,1664,13581,2746,6533,3381,4038,3575,3708,2629,3680,2847,3582,2688,3372,2957,3413,3710,3454,4740,3141,6273,2585,11165,1439,10729,978,5717,798,4647,564,4614,221,3533,0,425,0,0,0,0,0,0
