사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,경인선,297,부천,2774,20,37076,5244,43049,12770,106484,17136,102816,46389,58763,38968,42422,34960,42434,36559,46251,45533,45073,47997,43766,48314,46769,50425,53907,60741,57459,85046,54783,125567,34299,98318,28849,53888,28416,46485,26050,39064,10909,25547,31,1050,0,0,0,0,0,0
2021-11,경인선,298,송내,1672,10,15681,8490,37414,15699,106774,29205,88707,74026,49181,40280,34106,22785,33318,21479,34268,23592,31768,25886,28824,26462,31696,28739,37250,38864,45665,57162,68078,89517,30019,82949,20865,45008,17579,38325,13854,36269,5656,21333,46,616,0,0,0,0,0,0
2021-11,경인선,299,부평,8081,30,20720,5653,35234,12246,81240,19595,79521,34169,43735,38121,35474,32715,36639,37097,40317,43761,41008,51580,40392,50799,45619,53603,52115,65416,59329,84185,53423,122749,39055,99986,35292,51993,37548,41314,33974,35065,17062,23284,350,3133,0,0,0,0,0,0
2021-11,경인선,300,백운,102,3,8007,1916,14091,4279,28075,4528,24731,9303,14348,6364,11419,5477,10927,6509,10869,7973,9761,8170,8692,8460,8769,10505,10779,13440,11671,17525,9104,23503,4649,22325,3719,12548,3271,10900,2252,9515,912,7379,24,867,0,0,0,0,0,0
2021-11,경인선,301,동암,612,14,19287,4095,28136,10329,53312,13630,50832,17183,29026,13726,22348,12883,21380,14474,21431,15814,20480,17156,18273,17218,18065,21759,22014,28306,24894,38687,22387,51159,12930,46330,10214,29374,9173,24998,7160,22862,2961,14670,125,2089,0,0,0,0,0,0
2021-11,경인선,302,주안,1070,27,13956,4541,26265,8782,63350,16888,53960,29128,34385,22289,25438,16061,25976,15881,28482,20659,27064,18995,25000,21522,27910,22441,31729,30273,38228,36807,37301,53998,20880,58756,16971,30741,15840,25133,12917,23384,5273,17842,270,3381,0,0,0,0,0,0
2021-11,경인선,303,제물포,1018,6,7670,1585,14570,4795,38554,11678,33214,29042,17979,15321,14529,9831,14177,8788,15802,10996,15211,11751,13671,11019,15596,12162,20064,15373,21061,20731,23826,28640,9477,29730,6572,16806,5522,15034,3741,13628,1219,9295,37,2768,1,0,0,0,0,0
2021-11,경인선,304,동인천,1746,6,6972,2682,15616,11766,39587,22990,30777,32188,19370,16191,17198,16697,18794,19137,20842,19064,20642,21573,20494,19945,24858,19068,29325,22058,39333,26123,37967,32095,16662,31626,12311,18358,9889,14626,6454,13846,1876,8293,24,3294,0,0,0,0,0,0
2021-11,경인선,305,인천,272,7,1282,1101,2794,3958,5409,5862,4564,8850,3038,4400,3046,5865,3914,7918,5717,8533,6975,7321,8496,6828,10527,5566,12882,4622,14050,4057,12383,3197,5365,2533,4562,1729,3393,1348,1738,1109,362,910,8,787,0,0,0,0,0,0
2021-11,경인선,306,구일,287,5,3879,1136,9171,3409,25490,7604,24021,12220,13097,7660,9316,5127,8597,5587,9306,8473,8682,11837,7499,8167,8878,9352,12854,13003,14359,20731,11899,32773,5326,22053,4752,10602,9235,9982,10303,8338,1759,5091,13,285,0,0,0,0,0,0
2021-11,경인선,307,소사,1214,26,16822,2853,15002,5578,33127,7150,29438,11325,18397,9293,14144,8711,12858,9609,13237,11449,12245,11514,11445,11728,11608,12313,13122,16429,14783,21171,11867,29505,6652,24216,4687,14135,4386,13393,2699,11958,975,9284,10,373,0,0,0,0,0,0
2021-11,경인선,308,부개,1821,3,9555,2463,16401,4501,39147,6090,31835,10772,17454,6271,13090,5912,11765,7014,12014,8276,11704,8680,9486,9437,9499,11205,12553,15814,11853,20988,11087,28324,5773,26139,3924,14758,3490,12970,2594,10924,1203,8248,8,406,0,0,0,0,0,0
2021-11,경인선,309,간석,345,2,4756,1097,10844,2797,23100,4115,19735,8805,11225,5109,8568,4832,8256,5712,8494,6274,8142,6995,7578,6938,7460,8476,9189,10244,8749,13061,9389,18295,4593,18229,3502,9883,3354,8015,2125,7046,1048,5858,60,904,0,0,0,0,0,0
2021-11,경인선,310,도원,522,13,2152,763,2857,2324,5902,5411,5951,17340,4079,4109,3715,3812,3997,3307,5284,3747,5021,3881,4151,3950,6337,5071,8966,4840,7891,5135,7956,5262,2816,4747,1743,3072,1592,2482,727,1837,167,1857,14,806,0,0,0,0,0,0
2021-11,경인선,311,온수(성공회대입구),262,0,5478,1370,8423,3358,22958,8508,22187,13045,13379,7667,10366,5917,9542,6097,11339,7480,10204,7394,9353,8279,9746,9134,13383,11157,12678,14368,10911,22148,5538,17679,3887,10389,3784,9362,3018,8689,1246,5383,19,513,0,0,0,0,0,0
2021-11,경인선,312,중동,892,3,10494,1192,17367,3544,44647,5585,34214,13231,18258,8525,13521,7688,12637,8797,13197,9246,12538,10154,10874,10830,10908,12090,12251,16118,12389,21384,12931,32113,6347,27545,4875,16757,4224,13731,2980,12168,1114,8993,9,366,0,0,0,0,0,0
2021-11,경인선,313,도화,421,3,4340,626,6804,1534,16901,3602,14176,7321,8169,3506,6273,3438,6376,4182,6395,4737,6032,4905,5295,5498,5372,6102,6260,8038,6268,9312,6362,11148,2993,11322,2368,6176,2081,5097,1332,4117,517,3953,11,1120,0,0,0,0,0,0
2021-11,경원선,128,이촌(국립중앙박물관),94,0,919,600,3169,2322,7355,4370,8705,7793,7086,4949,5441,3103,5233,3291,5263,3394,5913,4088,5530,3925,6132,4466,7847,4891,10212,5974,9621,7373,4682,5465,3390,3762,3180,3406,1920,3431,497,1919,5,126,0,0,0,0,0,0
2021-11,경원선,129,서빙고,25,0,906,571,1892,2558,3014,4296,3001,8569,2927,4161,2598,3235,2605,2899,3011,3089,3243,3876,3294,4409,4499,4812,5884,3601,8578,2874,7020,3490,2737,2682,1643,1490,1561,1485,951,1301,273,922,1,55,0,0,0,0,0,0
2021-11,경원선,130,한남,156,1,1689,638,2424,3983,4530,10020,5359,14196,4717,12311,4618,5567,4938,4224,5137,4686,4856,5071,5426,4740,6802,5023,8772,5439,14242,7349,14575,7316,7036,6204,4686,2681,4707,2836,4291,2164,1655,1405,12,72,0,0,0,0,0,0
2021-11,경원선,131,옥수,0,0,0,19,0,88,48,41,129,236,48,52,48,129,27,173,18,76,19,17,36,10,20,21,297,39,352,75,40,34,345,18,44,23,78,25,13,2,6,0,1,0,0,0,0,0,0,0
2021-11,경원선,132,응봉,117,0,1187,246,2859,1280,6750,1903,7341,2554,4718,1679,3224,1386,2718,1491,2477,1674,2649,2047,2389,2377,2771,2583,3079,3376,3030,4216,2828,5044,1400,4696,1140,2642,784,1989,729,2259,204,1274,6,64,0,0,0,0,0,0
2021-11,경원선,133,왕십리(성동구청),934,11,5346,1097,8203,5864,24760,11598,40377,22259,26911,16195,15409,16906,16225,18549,17918,20992,19474,21903,20328,22900,22231,25709,25336,30508,29725,42498,29522,65189,21244,46093,20180,26457,23073,21050,22523,20453,10087,12275,133,4929,0,0,0,0,0,0
2021-11,경원선,134,청량리(서울시립대입구),1559,15,5955,1801,8481,10670,27038,14775,42136,23889,22887,28679,30124,29942,22103,31389,26799,28644,31644,30063,28892,32822,33734,34221,33968,32858,31460,32658,36515,47329,22171,33998,24091,17472,16914,17934,8930,11420,3560,7353,25,1018,0,0,0,0,0,0
2021-11,경원선,136,외대앞,497,19,4593,1297,7691,3426,18148,4433,22675,20525,13744,10814,11304,13243,13393,10735,15559,14008,14306,11786,13881,13946,15321,12683,16852,15410,22995,17759,16251,24281,10255,18235,7536,11870,7749,11289,6630,11674,2413,8499,115,1846,0,0,0,0,0,0
2021-11,경원선,137,신이문,1625,5,8891,961,14285,2373,35849,4401,38914,8338,20937,5010,14863,5438,12268,6671,12347,7894,12135,8477,10321,9398,9526,13827,9488,16403,9136,21256,8446,30980,5348,24253,3352,14746,2765,12250,2013,12037,768,7428,44,1529,0,0,0,0,0,0
2021-11,경원선,138,석계,1351,41,5901,1741,10857,3683,24571,5261,28009,8550,19458,6695,15166,6855,13498,8776,13800,9552,12609,11204,11552,12083,11415,16364,11305,21182,11887,25918,10468,38422,7900,27077,5930,16621,5990,14528,4807,12385,2138,8549,101,2382,0,0,0,0,0,0
2021-11,경원선,139,광운대,2077,10,5636,1197,12645,2399,30955,5707,30151,12986,15827,9948,11747,8894,11609,10225,12226,10120,12194,10851,10916,12243,10951,11747,14202,14556,13062,17305,11552,26403,6648,20991,5976,13086,5001,10739,4491,9348,1702,9661,93,4192,1,1,0,0,0,0
2021-11,경원선,140,월계,876,3,5289,1066,8996,2176,24078,6654,23948,9805,14126,10157,10853,6584,10461,6281,11402,8335,11371,10592,10150,7959,9599,9700,12564,12897,12728,14953,9702,22546,5117,17583,3732,9450,3555,8704,2678,7109,863,4937,67,1069,0,0,0,0,0,0
2021-11,경원선,141,녹천,1169,28,4423,774,7674,1254,20546,3605,18401,5182,10564,3062,8026,3321,6906,3217,8021,4521,6393,4465,5325,4982,5465,5837,7148,7659,5625,9535,4519,14773,3239,12040,1744,7115,1730,6565,988,5590,411,3716,61,960,0,0,0,0,0,0
2021-11,경원선,142,창동,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경원선,359,방학,753,5,11410,1648,14933,5252,31852,8312,28447,19599,19139,10390,15823,9804,14777,9402,15320,11537,14378,11679,13132,13359,13507,16744,14840,19869,15025,22782,17694,27520,8783,25398,6051,13709,5191,11815,3756,10774,1423,6316,135,2208,0,0,0,0,0,0
2021-11,경원선,360,도봉,380,22,6668,1220,9472,3174,20147,3534,19066,10095,12276,7357,10730,7416,9922,6334,9224,7973,9609,7943,9372,9057,9730,10313,9634,11906,10149,13605,9940,15902,4433,15939,2891,8731,2417,7355,1578,7155,599,3945,73,1435,0,0,0,0,0,0
2021-11,경원선,361,도봉산,185,3,6453,1017,9486,2387,22421,4047,21190,7566,13949,12279,12005,16551,11508,15011,13867,15297,16984,12362,21214,10640,24155,10119,23615,9613,18967,8813,13388,10039,6839,8720,3990,5039,3022,4390,2035,4273,702,3117,90,1247,0,0,0,0,0,0
2021-11,경원선,362,망월사,387,0,7126,1174,12087,3222,27498,4639,26062,12668,16157,11675,12840,8622,12229,9010,12487,10778,12519,10847,10957,10740,11519,11673,13176,14794,13483,18002,10933,24717,5404,23124,3823,13545,3425,11355,3135,9639,983,6390,162,2307,0,0,0,0,0,0
2021-11,경원선,363,회룡,1041,5,14469,1942,25508,5188,56023,8353,46447,12207,27825,10817,23252,10262,21713,12395,20030,14483,18515,15081,16092,16720,15211,20622,14569,26237,14530,32215,12017,42657,6737,41683,5094,23104,4421,19092,3420,15527,1233,9331,171,3943,0,0,0,0,0,0
2021-11,경원선,364,의정부,2453,21,10169,1838,21723,7397,47279,12732,43577,34946,26040,32139,22823,25432,25094,27583,28169,30339,28126,33444,29164,31539,31511,29706,35383,34700,40607,41170,40758,55973,25296,52033,24276,29335,17595,22577,15000,19665,6445,12049,692,7057,0,0,0,0,0,0
2021-11,경원선,365,가능,462,3,7412,1765,12066,3513,23875,6806,22092,12098,12329,8016,10757,5899,10792,6765,10475,6863,9316,8131,8488,6706,8321,8850,9492,11700,11915,14867,9386,20749,5635,17572,4272,12363,3708,8388,2612,8035,921,4509,81,2402,0,0,0,0,0,0
2021-11,경원선,366,녹양,313,0,5116,816,8162,2308,17950,4958,14321,8213,8522,4659,7725,3627,7094,4793,7035,4857,6373,5355,5606,4451,5948,6248,7123,8253,7766,10451,8384,13538,3779,12525,2537,8336,2046,6178,1417,5948,606,3074,50,1771,0,0,0,0,0,0
2021-11,경원선,367,양주,2003,6,5254,1924,11483,5841,30687,10818,25310,11602,16365,8293,14245,6943,13073,8134,12555,8727,11682,8757,9866,8427,10423,10664,13771,13220,14681,17829,15466,22495,6688,20642,3885,14181,3278,10745,1837,10252,697,5467,55,3125,0,0,0,0,0,0
2021-11,경원선,368,덕계,14,2,2705,1174,8046,4630,12955,3080,11436,4875,6001,2519,4816,1979,4913,2214,4058,2539,4151,2954,3510,2892,4173,3852,5714,4703,5149,7588,4692,8742,1843,9221,1512,4665,968,4420,672,3190,233,2485,28,896,0,0,0,0,0,0
2021-11,경원선,369,덕정,1,0,3284,1596,8405,5429,18146,9833,16553,16489,9947,8572,8078,5204,8952,6153,9377,7824,8977,7191,8067,5792,9146,7381,11464,8304,13715,12731,13254,13218,5245,14451,3717,8017,3719,7574,2203,6159,1167,4323,175,1403,0,0,0,0,0,0
2021-11,경원선,370,지행,50,4,4967,928,11016,2638,22214,5525,20631,12107,13575,7196,10813,5248,10572,7008,10416,7543,10368,9722,9001,8558,8603,10522,9437,12163,11306,17366,11883,17288,6257,19778,4922,13134,4671,9284,3372,9109,1633,6992,159,2354,0,0,0,0,0,0
2021-11,경원선,371,동두천중앙,36,1,2537,629,5217,2041,8187,4201,8411,9299,6347,4337,5561,3694,5243,5035,5505,4222,5732,5313,5297,4592,5325,5281,5202,5594,6519,6266,7150,5920,2806,6202,1846,4541,1201,3131,736,3108,294,2442,9,805,0,0,0,0,0,0
2021-11,경원선,372,보산,50,0,1952,350,2361,871,4473,2342,3940,2680,3133,1789,2912,1493,2685,1709,2876,1665,3144,2026,2916,2295,2760,2408,3193,2825,4244,3637,3094,3775,1867,4425,1188,3303,855,2104,412,1961,160,1681,12,495,0,0,0,0,0,0
2021-11,경원선,373,동두천,23,1,906,563,2844,3341,5419,8245,5459,6520,3945,3474,4056,3420,3732,3378,2655,2540,3505,3803,3471,3176,4380,4003,3716,3380,4652,4190,5315,4873,2198,3916,1145,2943,622,2461,814,1797,201,1680,1,452,0,0,0,0,0,0
2021-11,경원선,374,소요산,102,2,674,508,1030,1110,2870,2317,3764,3355,4222,4836,3642,10244,4386,14385,6465,15493,9268,9047,14759,7107,18534,5015,14900,3998,9323,3081,4720,1943,1622,1771,1099,1436,675,940,219,727,140,787,5,623,0,0,0,0,0,0
2021-11,안산선,281,산본,612,2,7763,1894,21973,6315,55654,13643,54782,29181,26187,20191,21385,17753,21096,17665,22203,20698,21317,23144,20396,22671,22038,23111,23662,29377,26264,39630,28943,63744,17912,54157,14987,28768,14567,23277,12651,19029,4423,12785,102,1979,0,0,0,0,0,0
2021-11,안산선,282,대야미,3,0,2540,944,7558,3546,17096,4771,19715,8694,10301,4404,7437,4907,6629,4802,6912,5077,7122,4928,6760,5358,7531,6856,8227,8169,8643,9144,10290,15345,4965,12093,3590,7779,2633,6947,1522,6187,655,3935,27,586,0,0,0,0,0,0
2021-11,안산선,283,반월,15,1,3314,831,7421,2247,16744,4002,15687,7598,9683,3560,7090,3108,6246,4063,6035,4292,6098,4914,5195,5119,5045,6536,6832,8051,7253,9224,7828,14712,3630,11537,2483,8240,1827,6408,1273,5875,504,3572,88,558,0,0,0,0,0,0
2021-11,안산선,284,상록수,437,14,14178,2392,30629,8097,69415,12282,64750,18970,34524,16276,23383,13189,21486,12985,22625,14334,21221,17256,18363,17217,18939,18849,20993,27146,24525,38678,21918,63436,13265,57714,9680,35727,9151,30326,6078,24162,2364,16707,190,3071,0,0,0,0,0,0
2021-11,안산선,285,한대앞,130,6,7446,890,15836,4184,31611,7909,26748,21402,16671,13902,13569,12468,13832,9665,15250,12331,13369,12298,13553,11981,14051,12469,16689,16727,18970,21956,18394,31049,9293,26282,7647,16314,7055,13482,6107,11899,2162,8256,88,1761,0,0,0,0,0,0
2021-11,안산선,286,중앙,210,9,8833,968,28025,8582,58103,14710,45277,35489,25263,29241,20833,18130,22185,18381,25221,23122,24017,26868,22851,25338,25065,25542,30779,31015,36468,43774,36700,66811,22907,58064,21520,31365,21685,26857,19828,22291,7664,16583,241,4173,0,0,0,0,0,0
2021-11,안산선,287,고잔,267,6,5391,807,13754,4574,30974,12631,22271,27534,13954,14169,11699,9753,12167,8924,11837,9806,11040,11278,11576,10660,13324,10321,15098,10774,21138,16498,22372,25003,8683,20489,6742,11926,6375,10266,4604,9170,1786,7445,87,2362,0,0,0,0,0,0
2021-11,안산선,288,초지,245,0,3113,429,9069,3872,21397,9016,16928,11816,8169,8176,6247,4926,6220,4277,6506,5245,5613,6842,5270,5332,6135,5555,7500,6207,9584,9929,10156,15421,5035,14179,3253,9175,2854,7788,1549,6870,478,4736,29,1535,0,0,0,0,0,0
2021-11,안산선,289,안산,1395,5,10292,1627,11615,15638,20066,39984,21150,33559,16242,14044,13181,11280,13203,13351,15168,12849,15295,13067,15486,13008,17363,14079,20215,15085,40339,21902,45190,23548,21120,20132,17929,14421,10035,11241,4082,8957,1130,5294,30,2108,0,0,0,0,0,0
2021-11,안산선,290,신길온천,25,0,1901,44,3277,1700,6781,3369,5713,2753,3286,1298,2484,1464,2216,1584,2168,1632,2161,1507,1856,1840,2222,2140,2711,2618,3690,3884,3744,5318,1764,4396,1334,2926,738,2320,462,1996,99,1609,6,320,0,0,0,0,0,0
2021-11,안산선,291,정왕,213,5,6490,212,9326,12458,17776,25529,14836,30895,10440,24846,9866,15065,10776,11993,13693,12427,13660,13231,12138,11714,15697,11321,23032,10773,30147,16239,33237,20738,15140,15995,11054,11894,8544,9572,4574,8069,1198,5831,22,1388,0,0,0,0,0,0
2021-11,안산선,292,오이도,185,7,6298,236,14740,6531,31050,12877,25033,14513,14312,7777,11631,7477,11117,9629,11532,10724,11168,10648,10225,11018,11825,12634,14456,14213,19115,18586,17743,26169,10275,22803,7797,15461,7147,12021,4574,10771,1188,7789,4,3010,0,0,0,0,0,0
2021-11,안산선,293,수리산,7,1,3474,437,8601,1637,19185,4101,18600,6403,9698,3906,6558,4163,6257,3689,6127,3531,5720,3637,4750,3918,5109,4510,4720,5789,5062,7669,5505,12316,2709,10434,1812,6382,1288,5217,955,5138,305,3080,10,442,0,0,0,0,0,0
2021-11,과천선,231,선바위,1,0,1059,1067,5922,8727,18268,19862,22987,26438,16085,15821,10473,7725,9518,7668,10083,7944,10507,8039,10812,7571,11430,8230,15542,10041,24410,12778,31049,17870,14624,12965,8532,8882,6719,7825,3533,7199,879,3911,5,169,0,0,0,0,0,0
2021-11,과천선,232,경마공원,3,0,373,367,724,2442,1894,3307,2681,9721,2585,16498,3029,20557,3487,10275,3672,7575,4353,6357,5346,4201,6234,2925,8884,2544,15912,2022,31237,2465,4863,1733,1329,1141,748,958,305,716,124,563,3,29,0,0,0,0,0,0
2021-11,과천선,233,대공원,7,0,80,281,283,3402,774,3581,1072,9853,1462,18952,2138,25778,3330,14325,8295,11201,10010,12041,12873,10478,16942,5524,19809,3364,18832,1699,11257,1255,4360,895,3987,496,2808,434,694,306,189,203,3,8,0,0,0,0,0,0
2021-11,과천선,234,과천,9,2,1990,374,8210,2859,22894,4856,22779,9636,13422,5595,9730,4796,8568,4844,8902,5744,8650,5685,8068,6674,8736,7246,10309,9045,10273,11941,8313,18901,3995,16267,2820,9481,1847,8846,1364,8739,405,5055,8,158,0,0,0,0,0,0
2021-11,과천선,235,정부과천청사,7,1,1778,1036,6971,11593,20484,20707,18912,66182,13281,18466,10679,10821,11320,9659,11739,9625,12305,10385,12870,10812,14267,10418,21806,12315,32259,16019,53818,21726,13693,17449,11250,9545,10124,9012,5449,7997,1221,4577,11,149,0,0,0,0,0,0
2021-11,과천선,236,인덕원,149,3,7732,2925,25621,13076,74894,36653,71058,104578,40612,41623,30496,20906,26868,20769,29312,19830,27891,23481,26162,23721,28295,27201,36544,33447,54901,49385,84813,80122,31493,66045,23088,35378,21865,31414,14257,30685,3984,18082,32,603,0,0,0,0,0,0
2021-11,과천선,237,평촌,33,1,3812,2631,18671,8761,56260,31716,46162,90676,24219,35960,18543,16161,17631,13700,18871,14201,17503,18107,18216,14982,20741,16198,24095,20446,42919,27600,66543,46601,26362,42153,18677,21053,16716,16797,13411,17093,3694,9178,35,488,0,0,0,0,0,0
2021-11,과천선,238,범계,73,0,7169,2483,31632,9365,85566,21353,75563,57038,39151,43497,30901,29246,30590,26079,32938,27865,32319,35226,31812,32470,35450,35217,40586,42915,48374,58708,58421,92969,34075,78641,34638,37414,27992,30032,25435,28782,8024,15590,116,1213,0,0,0,0,0,0
2021-11,분당선,143,선릉,34,1,1124,1495,2036,10442,4594,40735,7094,133177,5782,93079,7030,38417,9172,24562,10954,20942,12235,22759,13954,17988,17784,15362,26486,17255,45924,20833,78202,24869,33731,13706,20433,6272,19528,5330,17292,4608,4478,2883,205,831,0,0,0,0,0,0
2021-11,분당선,144,한티,49,19,1938,1098,6654,9324,20243,22967,23699,47863,15439,39399,12093,24328,14158,19469,17549,23348,17994,26898,18514,19706,23024,21159,28431,24783,39161,34001,45384,36186,27245,23748,28608,12508,21766,11029,25006,10261,3257,5124,79,359,0,0,0,0,0,0
2021-11,분당선,145,도곡,136,2,1219,1147,3322,6240,8460,13016,12622,23846,9752,17081,7804,8500,8376,7513,9200,7938,9739,8429,10398,7952,14282,8137,16468,8837,21166,11269,22163,13503,11433,10571,7941,6054,6639,5526,4764,5085,965,3059,25,443,0,0,0,0,0,0
2021-11,분당선,146,구룡,1,0,415,1242,1439,5736,2792,8879,4269,5616,3319,2294,3003,1917,2854,1428,2958,1874,2617,1995,2486,2042,3379,2362,8298,2453,7161,3034,4152,3839,2072,3125,1130,1865,3284,1741,593,1684,113,1051,4,43,0,0,0,0,0,0
2021-11,분당선,147,개포동,6,0,837,1058,3010,7614,8765,5452,9617,8968,6010,7759,5030,5504,4753,3569,6016,4402,5226,5132,5327,4397,6105,5263,9199,5720,10777,7991,8463,10169,4810,8120,3152,4554,3283,4267,2927,4124,711,2375,10,83,0,0,0,0,0,0
2021-11,분당선,148,대모산입구,5,1,1913,1242,4569,5747,13869,5446,15737,9249,9297,5274,6991,3830,6024,4025,6368,4276,6092,5064,5719,4918,6308,5948,8208,6796,10616,8526,8962,11186,3775,9316,2400,5563,1862,5207,1340,5731,593,3044,3,166,0,0,0,0,0,0
2021-11,분당선,149,수서,28,0,2980,3044,6133,14023,22836,25013,37216,45104,23478,26155,22198,18935,18198,14642,22005,18611,20585,17306,14771,17402,23407,19795,27604,23583,34482,29707,42121,39959,18414,28250,18804,17731,12801,15143,13176,13940,5390,6023,17,546,0,0,0,0,0,0
2021-11,분당선,150,복정,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,2,0,1,0,2,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2021-11,분당선,314,수원,544,5,4333,681,8612,3802,23575,8041,25410,13803,12015,11731,7606,8146,8196,8935,8976,9303,9412,10646,9641,10139,10694,9450,13990,12543,16905,20087,19912,27069,13595,17387,13020,9117,11714,7552,10903,5426,3972,3662,79,784,0,0,0,0,0,0
2021-11,분당선,315,서울숲,98,1,2546,590,4878,4824,12840,20359,21403,44353,14169,31769,8086,23421,8252,17454,9741,17279,11943,20184,13956,19275,18860,19006,25246,18281,41178,18828,51846,26101,24905,16474,16221,8515,15297,7689,10124,6957,2398,3514,65,958,0,1,0,0,0,0
2021-11,분당선,316,압구정로데오,133,1,1985,746,3310,11020,4933,22619,7232,70547,6581,103373,8084,50522,11652,37107,15260,32924,18191,32297,23475,30213,31537,28866,40730,31557,59344,39679,87567,48114,62572,26106,50425,9474,38307,6033,32819,4628,9434,2755,318,529,0,0,0,0,0,0
2021-11,분당선,317,강남구청,21,1,1383,567,2656,4612,6803,14653,10200,55804,8561,46751,8531,20458,9389,15203,10439,14128,11561,15557,13524,14095,15423,14131,17768,14589,28825,17896,52152,22219,26566,13511,14785,6964,13373,5565,10196,5190,2883,3138,96,781,0,0,0,0,0,0
2021-11,분당선,318,선정릉,9,0,801,1153,1938,5464,4527,12704,7054,52732,6034,42983,5580,15304,6234,9496,6633,8333,7968,8785,9826,7903,10717,7276,13231,7780,25192,9081,45989,10628,23154,7040,10699,3933,9350,3414,7416,3180,2006,2069,65,550,0,0,0,0,0,0
2021-11,분당선,319,가천대,11,1,5302,712,7345,4188,17147,6056,25303,26810,14740,19246,10205,15135,14547,11666,14733,17548,11506,14358,15906,14393,15104,11715,20864,12659,26905,17973,16096,24104,8940,20147,6781,13534,6253,13741,6025,13505,2423,10409,20,291,0,0,0,0,0,0
2021-11,분당선,320,태평,273,16,15203,1448,20469,5201,41577,7800,62052,17637,39990,12401,22185,11227,18129,12505,19257,14107,18380,14843,16923,16472,15937,23270,17610,26334,20417,34329,18727,44933,10010,33728,7487,23602,5740,24393,4291,19659,1483,11642,20,418,0,0,0,0,0,0
2021-11,분당선,321,모란,386,3,15182,2977,21793,10912,51394,22843,66206,35214,47225,28160,30050,25166,30070,28750,32274,31016,32938,34259,36906,33004,32403,37760,34882,39538,37164,44936,41158,64183,22026,46970,15898,32976,13844,28519,11202,23868,5674,17018,102,926,0,0,0,0,0,0
2021-11,분당선,322,야탑,168,4,6513,2577,17874,13486,50872,38236,62684,94932,42812,53382,33416,34017,33543,30223,35535,34870,34247,36961,35658,33915,40022,37681,45758,41018,64545,53987,85331,72219,37774,55102,28872,33663,26447,25666,18410,25562,6575,15441,153,1285,1,0,0,0,0,0
2021-11,분당선,323,서현,246,8,4377,2637,12539,11765,32329,37837,40006,80670,28460,64358,25811,38263,27673,32464,30644,34871,31812,35372,35884,37535,41420,34502,45851,39276,64234,48881,83650,65984,46912,48193,44146,25492,36474,20168,28144,16907,10829,10658,314,920,0,0,0,0,0,0
2021-11,분당선,324,수내,152,1,2279,1797,6948,7867,17563,16090,22669,53159,14874,38086,12360,20605,13754,16018,15872,16628,16992,17250,19356,16689,22118,16943,24257,18054,35902,22499,48446,28818,24474,21584,22311,12112,16135,10197,12724,9273,3287,5323,113,808,2,3,0,0,0,0
2021-11,분당선,325,정자,344,5,3239,994,9206,12580,25929,35572,32434,74380,22860,42067,16622,21818,17491,16162,18229,17236,18382,19192,20062,17857,22433,19019,27400,24525,52581,34521,59824,50487,31440,37302,24015,20973,27010,17079,23569,16931,8925,10236,506,2348,0,0,0,0,0,0
2021-11,분당선,326,미금,592,0,3459,822,12027,10420,25462,19824,31870,41426,23405,32121,21207,20986,22599,19997,23725,22518,23508,23868,24604,23997,29532,23426,29980,27086,35575,32738,38804,41539,19403,32784,15722,20559,16455,17766,12557,15533,3894,10720,173,2304,1,0,0,0,0,0
2021-11,분당선,327,오리,717,20,3909,560,13648,7617,30352,12980,34640,34309,21394,19990,16305,10724,15948,10922,16006,12827,15665,11281,15539,11914,16542,13022,19432,14751,26930,17349,35106,25602,13645,21764,10487,13652,9987,11390,6356,10549,2137,7222,104,1454,0,0,0,0,0,0
2021-11,분당선,328,이매,48,3,2324,951,5889,4014,14424,7907,15935,15609,10140,8108,8582,5844,8542,6054,8130,6382,7952,6802,7932,6723,8123,7502,10696,9394,15797,11173,13817,15215,6013,12247,4571,7471,4878,6471,3245,7028,862,4255,43,583,0,0,0,0,0,0
